series,rating_avg,genres,pages,publication_type,publication_info,author_books,author_followers
False,3.67,"Fiction,Historical Fiction,Historical,Literary Fiction,Books About Books,Literature,British Literature",675 pages, Hardcover,"First published January 1, 2009",162,2454
False,3.97,"Horror,Fiction,Dark",332 pages, Paperback,"First published January 1, 1991",4,18
False,3.86,"Horror,Short Stories,Anthologies,Fiction,Literature",223 pages, Paperback,"First published January 1, 1981",2510,841k
False,4.2,,410 pages, Hardcover,"First published May 26, 2022",14,100
True,3.82,"Historical Romance,Romance,Historical,Regency,Historical Fiction,Amazon,Drama",410 pages, Paperback,"First published January 1, 2007",15,594
True,3.87,"Romance,Contemporary Romance,Contemporary,New Adult,Humor,Adult,Music",275 pages, Paperback,"First published April 19, 2016",59,16.5k
True,4.48,"Manga,Graphic Novels,Fantasy,Comics,Fiction,Horror,Mystery",197 pages, Paperback,"First published July 2, 2004",312,2610
False,4.23,"Fantasy,Childrens,Fiction,Middle Grade,Young Adult,Humor,Adventure",199 pages, Paperback,"First published November 1, 1982",1430,24.6k
False,3.93,"Fantasy,Young Adult,Fiction,Middle Grade,Childrens,Audiobook,Juvenile",144 pages, Hardcover,"First published April 24, 2006",168,21.1k
True,4.05,"Romance,Sports Romance,Sports,Contemporary,Contemporary Romance,Audiobook,Hockey",376 pages, Kindle Edition,"First published April 11, 2023",19,8195
False,3.74,"Memoir,Nonfiction,Biography,Biography Memoir,Family,Food,Nature",336 pages, Hardcover,"First published March 31, 2011",7,17
True,3.9,"Romance,Contemporary Romance,Contemporary,Erotica,Adult,New Adult,Erotic Romance",250 pages, ebook,"First published January 16, 2017",46,16.1k
True,3.92,"Paranormal Romance,Paranormal,Vampires,Romance,Fantasy,Urban Fantasy,Adult",402 pages, Mass Market Paperback,"First published May 1, 2007",106,10.6k
False,3.26,"Fiction,Fantasy,Paranormal,Mystery,Contemporary,Ghosts,Magical Realism",406 pages, Hardcover,"First published September 29, 2009",44,11.8k
False,3.89,"Romance,Christian Fiction,Fiction,Contemporary,Audiobook,Chick Lit,Christian Romance",336 pages, Paperback,"First published January 1, 2023",115,1912
True,4.16,"Young Adult,Romance,LGBT,Contemporary,Fiction,Queer,Realistic Fiction",320 pages, Hardcover,"First published April 7, 2015",18,19.9k
False,3.87,"History,American History,Nonfiction,17th Century,American",337 pages, Hardcover,"First published September 26, 2005",31,22
False,3.15,"Romance,Fiction,Adult Fiction,Lds,Humor,Chick Lit,Unfinished",339 pages, Hardcover,"First published January 1, 2009",143,13.3k
False,3.68,"Fiction,Science Fiction,LGBT,Queer,Dystopia,Fantasy,Science Fiction Fantasy",207 pages, Hardcover,"First published January 1, 2007",112,6775
False,3.99,"Historical Fiction,Romance,Historical,Fiction,World War II,Audiobook,Realistic Fiction",384 pages, Paperback,"First published August 24, 2021",2,306
False,3.7,"Nonfiction,History,Memoir",200 pages, Paperback,"First published January 1, 2000",26,5
False,4.24,"Spain,Fiction,Literary Fiction,Spanish Literature,Literature,Novella",82 pages, Kindle Edition,"First published February 22, 2018",2,9
True,4.46,"Paranormal,Romance,Paranormal Romance,Fantasy,Shapeshifters,Urban Fantasy,Audiobook",448 pages, Paperback,"First published April 5, 2016",54,5880
True,4.36,"Fantasy,Paranormal,Romance,Shapeshifters,Paranormal Romance,Magic,Urban Fantasy",386 pages, Kindle Edition,"First published January 12, 2021",76,10.8k
False,4.3,"Fiction,Contemporary,Audiobook,Romance,LGBT,Young Adult,Adult",326 pages, Hardcover,"First published June 1, 2021",6,1087
False,3.73,"Fantasy,Vampires,Horror,Urban Fantasy,Fiction,Science Fiction Fantasy,Speculative Fiction",256 pages, Paperback,"First published January 1, 1993",114,2193
False,3.97,"Fiction,Classics,Magical Realism,School,Literature,Spanish Literature,Novels",120 pages, Paperback,"First published January 1, 1981",815,36.1k
False,3.38,"Art,Business,Nonfiction,Art History",134 pages, Paperback,"First published January 1, 2001",15,0
True,4.02,"Fiction,Science Fiction,Dystopia,Post Apocalyptic,Speculative Fiction,Fantasy,Canada",394 pages, Hardcover,"First published August 29, 2013",591,81.2k
True,3.53,"Young Adult,Fantasy,Romance,Paranormal,Retellings,Fiction,Supernatural",306 pages, Hardcover,"First published August 9, 2011",20,1765
False,4.35,"Graphic Novels,Young Adult,LGBT,Comics,Romance,Queer,Historical Fiction",277 pages, Paperback,"First published February 13, 2018",45,1818
False,3.99,"Mystery,Fiction,Thriller",286 pages, Paperback,"First published December 6, 2008",1,book42
False,3.66,"Historical Fiction,Fiction,Historical,Literary Fiction,Magical Realism,Westerns,Audiobook",336 pages, Hardcover,"First published June 7, 2022",6,1440
False,3.9,"True Crime,Nonfiction,Biography,History,Biography Memoir,Memoir",272 pages, Hardcover,"First published March 7, 2023",166,28
False,3.54,"Fantasy,Fiction,Science Fiction,Historical Fiction,Time Travel,Dystopia,Speculative Fiction",352 pages, Hardcover,"First published June 28, 2022",41,2183
False,3.69,"Mystery,Thriller,Fiction,Mystery Thriller,Suspense,Audiobook,Adult",339 pages, Hardcover,"First published April 11, 2017",22,14.8k
False,4.0,,256 pages, Paperback,"First published October 29, 1998",8,2
True,3.83,"Fantasy,Young Adult,Paranormal,Romance,Mythology,Fiction,Magic",308 pages, Paperback,"First published June 1, 2011",13,684
True,4.2,"M M Romance,Young Adult,LGBT,Gay,Romance,Sports,M M Young Adult",396 pages, Paperback,"First published January 1, 2001",100,197
True,3.91,"Fantasy,Young Adult,Middle Grade,Fiction,Humor,Childrens,Adventure",308 pages, Hardcover,"First published October 1, 2007",401,224k
True,4.41,"Fiction,Historical Fiction,Hungary,War,Classics,Contemporary,Literature",478 pages, Paperback,"First published January 1, 1991",38,1178
True,4.34,"Fantasy,Young Adult,Romance,Fiction,Young Adult Fantasy,Urban Fantasy,Retellings",576 pages, Hardcover,"First published November 8, 2022",9,9862
False,4.05,"History,Nonfiction,Feminism,Gender,American History,Gender Studies,Womens Studies",292 pages, Paperback,"First published September 1, 2006",15,5
True,4.06,"Urban Fantasy,Fantasy,Paranormal,Fiction,Romance,Werewolves,Adventure",368 pages, Mass Market Paperback,"First published March 3, 2015",476,16k
True,3.95,"Mystery,Historical Fiction,Historical Mystery,Fiction,Historical,Victorian,Mystery Thriller",272 pages, Paperback,"First published April 12, 1985",447,3203
True,3.96,"Romance,Romantic Suspense,Suspense,Contemporary,Contemporary Romance,Fiction,Animals",339 pages, Mass Market Paperback,"First published September 5, 2017",18,1046
True,4.25,"Biography,History,Politics,Nonfiction,Presidents,American History,Us Presidents",522 pages, Paperback,"First published March 7, 1990",45,2372
False,3.94,"Historical Fiction,Young Adult,Fiction,Middle Grade,Childrens,Historical,Asia",192 pages, Paperback,"First published April 23, 2001",55,1061
True,3.91,"Romance,Historical Romance,Historical,Historical Fiction,Regency,Fiction,Adult",406 pages, Mass Market Paperback,"First published August 1, 1995",353,6624
True,3.8,"Young Adult,Contemporary,Mystery,Romance,Espionage,Fiction,High School",308 pages, Hardcover,"First published February 26, 2013",17,1973
False,3.86,"Humor,Nonfiction,Parenting,History,Pop Culture,Adult",176 pages, Paperback,"First published October 25, 2005",15,45
False,4.33,"Christian,Marriage,Nonfiction,Faith,Prayer,Christian Living,Christianity",208 pages, Paperback,"First published July 1, 1996",327,1458
False,3.79,"Romance,Contemporary,Contemporary Romance,Adult,Audiobook,Chick Lit,Fiction",416 pages, Kindle Edition,"First published December 4, 2019",15,484
True,3.93,"Fiction,Crime,Mystery,Short Stories,Thriller",529 pages, Hardcover,"First published January 1, 2005",361,5951
False,3.89,"Fiction,Short Stories,Anthologies,Literature,20th Century,College,American",704 pages, Paperback,"First published September 17, 1997",5,1
True,3.91,"Mystery,Fiction,Crime,British Literature,Mystery Thriller,Detective,Thriller",396 pages, Mass Market Paperback,"First published January 1, 1989",136,1327
True,4.42,"Fantasy,Young Adult,Mythology,Fiction,Middle Grade,Adventure,Greek Mythology",361 pages, Hardcover,"First published March 6, 2008",241,423k
True,3.93,"Fantasy,Fan Fiction,Fiction,Vampires,Romance,Humor,Young Adult",76 pages, ebook,"First published January 1, 2006",4,50
True,4.46,"Romance,Lesbian,LGBT,Mystery,Audiobook,Queer,Lesbian Romance",280 pages, Kindle Edition,"First published August 10, 2021",11,941
True,4.28,"Paranormal,Paranormal Romance,Romance,Fantasy,Mythology,Demons,Greek Mythology",184 pages, ebook,"Published March 23, 2013",81,3138
True,4.12,"Romance,Historical Romance,Medieval,Historical,Historical Fiction,Fiction,Medieval Romance",384 pages, Mass Market Paperback,"First published April 1, 1984",56,169
False,3.53,"Nonfiction,Audiobook,Memoir,Biography,Humor,Philosophy,Autobiography",224 pages, Hardcover,"First published January 17, 2023",13,188
False,4.18,"History,Nonfiction,Russia,World War II,War,Military History,Russian History",352 pages, Hardcover,"First published July 1, 2008",19,42
True,3.62,"Urban Fantasy,Fantasy,Paranormal,Demons,Romance,Paranormal Romance,Fiction",305 pages, Mass Market Paperback,"First published June 24, 2008",240,4074
False,3.79,"Short Stories,Africa,Fiction,South Africa,Literature,Nobel Prize,20th Century",144 pages, Hardcover,"First published January 1, 1980",302,854
False,3.73,"Biography,Nonfiction,Memoir,History",322 pages, Kindle Edition,"First published January 1, 2010",14,3
False,3.82,"Historical Fiction,Scotland,Historical,Fiction,Medieval,11th Century,Romance",336 pages, Hardcover,"First published January 1, 2010",3,141
True,4.05,"Mystery,Fiction,Mystery Thriller,Crime,Suspense,Thriller,Audiobook",416 pages, Paperback,"First published July 22, 2003",123,3696
True,4.07,"Crime,Fiction,Humor,Mystery,Scotland,Thriller,Audiobook",352 pages, Hardcover,"First published February 10, 2007",39,1408
False,3.78,"Novels,Historical Fiction,Fiction,Literature,Egypt,Egyptian Literature",572 pages, Paperback,"First published January 1, 2006",30,6623
True,4.14,"Mystery,British Literature,Fiction",176 pages, Hardcover,"First published August 1, 1989",25,15
True,4.31,"Urban Fantasy,Fantasy,Paranormal,Magic,Vampires,Romance,Paranormal Romance",261 pages, Mass Market Paperback,"First published April 1, 2008",138,30.9k
False,3.67,"Mermaids,Fantasy,Young Adult,Romance,Paranormal,Supernatural,Childrens",160 pages, Hardcover,"First published June 1, 2003",68,4156
True,3.77,"Young Adult,Vampires,Fantasy,Science Fiction,Paranormal,Fiction,Horror",312 pages, Paperback,"First published August 25, 2005",82,20.3k
False,3.51,"Fantasy,Mythology,LGBT,Queer,Retellings,Historical Fiction,Fiction",464 pages, Hardcover,"First published June 7, 2022",3,156
True,4.28,"Thriller,Mystery,Fiction,Mystery Thriller,Suspense,Crime,Audiobook",336 pages, Kindle Edition,"First published January 21, 2020",234,18.4k
False,3.52,"Fiction,Mystery,Crime,Thriller,Ireland,Irish Literature,Novels",320 pages, Hardcover,"First published January 1, 2008",6,203
True,4.18,"Vampires,Fantasy,Paranormal,Urban Fantasy,Reverse Harem,Science Fiction,Romance",231 pages, Kindle Edition,"First published February 28, 2012",77,805
False,3.95,"Nonfiction,Biography,Journalism,Politics,Memoir,Essays,American",384 pages, Paperback,"First published January 1, 2003",106,9695
True,3.92,"Science,History,Nonfiction,Palaeontology,Natural History,Biology,Nature",250 pages, Hardcover,"First published January 1, 2005",27,1
True,3.69,"Fantasy,Middle Grade,Young Adult,Fiction,Novella,Audiobook,Childrens",204 pages, Hardcover,"First published October 6, 2020",5,363
False,3.66,"Mystery,Thriller,Fiction,Mystery Thriller,Suspense,Psychological Thriller,Crime",368 pages, Hardcover,"First published March 22, 2016",70,5609
True,4.35,"Theology,Religion,Feminism,Christianity,Nonfiction,Womens,Faith",128 pages, Paperback,"First published March 1, 1984",21,12
True,4.21,"Nonfiction,Humor,Memoir,Audiobook,Essays,Biography,Comedy",576 pages, Hardcover,"First published October 5, 2021",98,25.8k
False,3.86,"Romance,College,New Adult,Contemporary Romance,Contemporary,Audiobook,Adult",311 pages, ebook,"First published February 24, 2020",86,24.6k
True,3.66,Romance,220 pages, Paperback,"First published January 1, 1993",237,784
True,4.44,"Urban Fantasy,Fantasy,Paranormal,Vampires,Witches,Magic,Demons",462 pages, Hardcover,"First published September 9, 2014",88,18k
False,4.01,"Historical Fiction,Young Adult,Historical,Fiction,Time Travel,Fantasy,Contemporary",472 pages, Hardcover,"First published October 12, 2010",37,7755
True,4.27,"Military Fiction,M M Romance",85 pages, Kindle Edition,"First published July 8, 2013",17,70
True,4.25,"Picture Books,Childrens,Fiction,Animals,Fantasy,Family,School",32 pages, Hardcover,"First published September 15, 1993",132,1114
True,4.28,"Mystery,Fiction,Crime,Thriller,Audiobook,Mystery Thriller,Detective",405 pages, Hardcover,"First published October 22, 2019",414,30.2k
True,4.09,"Fantasy,Science Fiction,Fiction,Speculative Fiction,Young Adult,Science Fiction Fantasy",168 pages, Mass Market Paperback,"First published September 1, 1985",83,1013
False,4.5,Memoir,248 pages, Paperback,"First published October 28, 2005",8,19
False,3.77,"Short Stories,Fiction,Queer,LGBT,Contemporary,Gay,Adult",192 pages, Paperback,"First published February 2, 2021",10,221
True,3.3,"Mystery,Crime,Fiction,Thriller,Swedish Literature,Scandinavian Literature,Sweden",268 pages, Paperback,"First published January 1, 2006",103,141
False,4.43,"Fiction,Historical Fiction,Audiobook,Coming Of Age,Contemporary,Book Club,Adult Fiction",448 pages, Hardcover,"First published April 24, 2018",54,30.9k
True,4.26,"Romance,M F Romance,Contemporary Romance,Erotica,Abuse,Romantic Suspense,Contemporary",ebook,ebook,"First published November 3, 2015",49,680
True,3.93,"Paranormal Romance,Paranormal,Vampires,Romance,Fantasy,Adult,Magic",288 pages, Mass Market Paperback,"First published August 22, 2011",235,27.2k
False,3.78,"Fiction,Chick Lit,Mystery,Southern,Romance,Contemporary,Family",315 pages, Paperback,"First published March 4, 2008",40,6777
False,3.33,"Fiction,Mystery,Thriller,Suspense,Mystery Thriller,Contemporary,Psychological Thriller",288 pages, Hardcover,"First published January 1, 2013",2,138
True,4.01,"Urban Fantasy,Fantasy,Paranormal,Magic,Fiction,Mystery,Supernatural",416 pages, Paperback,"First published April 1, 2007",84,1776
False,4.07,"Science Fiction,Fiction,Fantasy,LGBT,Queer,Adult,Time Travel",391 pages, Hardcover,"First published January 14, 2020",4,702
False,3.87,"Fantasy,Fairy Tales,Young Adult,Retellings,Romance,Historical Fiction,Fairy Tale Retellings",224 pages, Mass Market Paperback,"First published February 10, 2009",57,926
False,3.7,"Music,Nonfiction,Philosophy",109 pages, Paperback,"First published January 1, 1991",203,3525
True,4.28,"Zombies,Young Adult,Horror,Dystopia,Post Apocalyptic,Fiction,Science Fiction",519 pages, Hardcover,"First published August 30, 2011",488,7275
True,3.92,"Mystery,Crime,Fiction,British Literature,Thriller,Mystery Thriller,Detective",407 pages, Hardcover,"First published September 30, 2008",346,2177
True,4.04,"Romance,Contemporary,Young Adult,Fiction,Audiobook,Chick Lit,Realistic Fiction",355 pages, Paperback,"First published April 15, 2014",24,59.8k
False,3.49,"Nonfiction,History,World War II,Holocaust,Historical,Biography,War",368 pages, Paperback,"First published September 7, 2007",62,1046
True,3.99,"Romance,New Adult,Contemporary,Contemporary Romance,College,Adult,Drama",417 pages, Kindle Edition,"First published December 23, 2014",15,3259
True,4.01,"Fantasy,Short Stories,Mystery,Vampires,Horror,Fiction,Historical",32 pages, ebook,"First published November 11, 2020",340,672
True,3.78,"Mystery,Christmas,Historical Fiction,Cozy Mystery,Fiction,Historical Mystery,Historical",239 pages, Mass Market Paperback,"First published January 1, 2002",97,843
False,3.53,"Mystery,Historical Fiction,Fiction,Historical,Thriller,Audiobook,Mystery Thriller",368 pages, Hardcover,"First published March 4, 2021",1,book341
